Cod_SAP,CNPJ,RazaoSocial,Rua_Numero,matriz_filial,nome_fantasia,codigo_situacao_cadastral,data_situacao_cadastral,motivo_situacao_cadastral,nome_cidade_exterior,codigo_pais,data_inicio_atividade,cnae_principal,cnae_secundario,tipo_logradouro,logradouro,numero,complemento,bairro,cep,uf,codigo_municipio_siafi,ddd1,telefone1,ddd2,telefone2,dddfax,fax,email,situacao_especial,data_situacao_especial,cnpj_basico,cnpj_ordem,cnpj_dv,latitude,longitude
41746,00804430000166,COMERCIAL DE COMBUSTIVEIS LOVATO LTDA,"R MARQUES DE TAMANDARE, 1533",1,null,02,20011012,00,null,null,19950915,4731800,"4520005,4530703,4729602,4732600,4784900",RUA,MARQUES DE TAMANDARE,1533,null,CENTRO,97770000,RS,7381,55,96137133,null,null,null,null,PFLOVATO@UOL.COM.BR,null,null,00804430,0001,66,-29.3896761,-54.8071366
14305,41710021000188,AUTO POSTO CONGONHAS LTDA,"AV JULIA KUBITSCHEK, 1512",1,AUTO POSTO CONGONHAS,02,20010729,00,null,null,19911121,4731800,"4732600,4520005,7721700,4530703",AVENIDA,JULIA KUBITSCHEK,1512,null,CENTRO,36415000,MG,4359,null,null,null,null,null,null,null,null,null,41710021,0001,88,null,null
8007,07544059000190,APOLO COMERCIO DE COMBUSTIVEIS LTDA,"EST BR 222, S N",1,POSTO APOLO,02,20051103,00,null,null,19690806,4731800,"4732600,4530705,5611201,4930203",AVENIDA,ANTONIO BARROSO BASTOS,1668,null,FERROS,62600000,CE,1427,85,34674360,null,null,null,null,FISCAL@RECONTABILIDADE.COM.BR,null,null,07544059,0001,90,-3.741645,-39.6105142
8283,08547432000714,POSTO FREI DAMIAO LTDA,"R DR NAPOLEAO LAUREANO, 4330",2,null,02,20020119,00,null,null,19971009,4731800,"4530703,4723700,4729602,4732600,5611201,5611203",AVENIDA,INDUSTRIAL JOAO FRANCISCO DA MOTTA,4360,LOTE  LOTE G IIB,FELIPE CAMARAO,59072480,RN,1761,84,32056093,null,null,null,null,PFDAMIAOMATRIZ@HOTMAIL.COM,null,null,08547432,0007,14,-5.8149954,-35.2484465
13732,36411940000200,VESCOVI & BITTI LTDA,"AV FLORESTAL, 838",2,POSTO TREVAO,02,19990413,00,null,null,19920624,4731800,"4732600,4530703,4520005,4520006,4729602,4930201,4930203,7719599",AVENIDA,FLORESTAL,838,LOJA  02,SEGATO,29192154,ES,5611,27,31112138,null,null,null,null,P.TREVAO@GMAIL.COM,null,null,36411940,0002,00,null,null
51930,05422942000181,WALBRAX 1 AUTO CENTER LTDA.,"AV.PIRES DO RIO, 458",1,WALBRAX 1,02,20021111,00,null,null,20021111,4731800,4732600,AVENIDA,PIRES DO RIO,458,null,SAO MIGUEL PAULISTA,08020000,SP,7107,null,null,null,null,null,null,null,null,null,05422942,0001,81,-23.5043615,-46.44291
44323,05346818000184,POSTO PORTAL DE SUAPE LTDA,"ROD PE-60, 10001",1,POSTO PORTAL DE SUAPE,02,20040214,00,null,null,20020830,4731800,4732600,RODOVIA,PE 60,10001,BLOCO 01,ZONA INDUSTRIAL DE SUAPE,54521010,PE,2357,81,35274590,null,null,null,null,POSTOPORTALDESUAPE@POSTOPORTALDESUAPE.COM.BR,null,null,05346818,0001,84,null,null
16466,52973286000195,AUTO POSTO MONTE MOR LTDA,"AV JANIO QUADROS, 246",1,null,02,20010428,00,null,null,19680422,4731800,4732600,AVENIDA,JANIO QUADROS,246,null,CENTRO,13190101,SP,6737,19,38791344,19,38791260,null,null,AUTPPMMOR@UOL.COM.BR,null,null,52973286,0001,95,null,null
155008,28847234000198,POSTO DO CABO LTDA,"AV AMERICA CENTRAL, 2270",1,POSTO TAMOYO,02,20110215,00,null,null,19730912,4731800,"3520402,4520001,4520005,4530703,4732600",AVENIDA,AMERICA CENTRAL,2270,null,PRAIA DO SIQUEIRA,28911060,RJ,5813,null,null,null,null,null,null,null,null,null,28847234,0001,98,-22.8791015,-42.047253
82205,08206397000184,ESTACAO DE SERVICOS AUTOMOTIVOS AMISTERDA LTDA.,"AV DR. PEREIRA VERGUEIRO, 537, 537",1,null,02,20060710,00,null,null,20060710,4731800,4732600,AVENIDA,DR. PEREIRA VERGUEIRO,537,null,VILA NHOCUNE,03563000,SP,7107,11,27410721,null,null,null,null,CA.FASCINACAO@UOL.COM.BR,null,null,08206397,0001,84,-23.5464062,-46.4885919
122460,08381059000260,FERREIRA COMERCIO DE DERIVADOS DE PETROLEO LTDA,"BR 153/ 060, S/NR",2,POSTO SAIDA SUL,02,20061018,00,null,null,20061018,4731800,"4520006,4520005,4732600",RODOVIA,BR 153/ 060,S/NR,FAZENDA GUARIROBAL,ZONA RURAL,75175000,GO,0057,62,30985525,null,null,null,null,null,null,null,08381059,0002,60,null,null
86906,24206617003656,PARELHAS GAS LTDA,"AV AYRTON SENNA, 3871",2,POSTO LAIS XXI,02,20061109,00,null,null,20061109,4731800,"4729699,4732600",AVENIDA,AYRTON SENNA,3871,null,NEOPOLIS,59091970,RN,1761,84,40080500,84,40080520,84,40080500,MARCONDESOLIVEIRA1@HOTMAIL.COM,null,null,24206617,0036,56,null,null
99889,08455945000100,PAULO ANDREIS E CIA LTDA,"AV SENADOR ATILIO FONTANA, 1400",1,POSTO ARARAS,02,20061122,00,null,null,20061122,4731800,"0161003,0161099,4729699,4732600",AVENIDA,SENADOR ATILIO FONTANA (LOT JUPIARA),1400,null,JUPIARA,78843068,MT,9779,66,34191411,null,null,null,null,TRIBUTARIO@CONTECCONTABILIDADE.NET,null,null,08455945,0001,00,null,null
86767,02268356000217,POSTO GRUTA DA LAPA LTDA,"R LEONIDAS CARDOSO, 294",2,POSTO SABRINA I,02,20061114,00,null,null,20061114,4731800,"4530703,4530705,4713002,4732600,4930203,5510801",RUA,LEONIDAS CARDOSO,294,null,CENTRO,46140000,BA,3691,75,33311740,77,34731341,75,33312400,reginaldo.seacon@bol.com.br,null,null,02268356,0002,17,null,null
107973,08750716000118,FLAMINGO COMERCIO DE COMBUSTIVEIS LUBRIFICANTES E SERVICOS LTDA,"AV PROFESSOR MANOEL RIBEIRO, 861",1,POSTO FLAMINGO,02,20070403,00,null,null,20070403,4731800,4712100,AVENIDA,PROFESSOR MANOEL RIBEIRO,861,LOTE  1                   QUADRAC                         PARQUE DA LAGOA,STIEP,41770095,BA,3849,71,31144203,null,null,71,21081955,POSTOFLAMINGO@HOTMAIL.COM,null,null,08750716,0001,18,-12.9813817,-38.4444362
115450,08921251000110,MARZOLA & FELTRIN COMERCIO DE COMBUSTIVEIS LTDA,"AV.JOSE BAMPA, 1250",1,ADRIA AUTO POSTO,02,20070502,00,null,null,20070502,4731800,"4712100,9609299,4784900",AVENIDA,JOSE BAMPA,1250,CXPST 119,JARDIM ESTANCIA,14784348,SP,6209,17,33233599,17,33253328,17,33233599,LEGALIZACAO@AGRELLICONTABILIDADE.COM.BR,null,null,08921251,0001,10,-20.5788249,-48.5678774
122206,09131909000153,MMC COMERCIO DE COMBUSTIVEIS LTDA,"R DO PROGRESSO, 608",1,AUTO POSTO CENTRAL,02,20071008,00,null,null,20071008,4731800,"4520005,4530703,4729602,4732600,4930203",RUA,DO PROGRESSO,608,null,CENTRO,98750000,RS,8503,55,33871835,55,33871962,55,33871835,vanderleia@rotilli.com.br,null,null,09131909,0001,53,null,null
157325,08381059000774,FERREIRA COMERCIO DE DERIVADOS DE PETROLEO LTDA,"ROD BR 153, S/N",2,POSTO SAO JORGE,02,20061206,00,null,null,20061206,4731800,"4732600,4930202,4930203",RODOVIA,BR 153,SN,      KM 608,ZONA RURAL,77463000,TO,0082,62,62876383,null,null,62,30954473,ADRACESS@UOL.COM.BR,null,null,08381059,0007,74,null,null
98027,09164951000170,AAMM COMERCIAL DE COMBUSTIVEIS LTDA,"R.CLETO CAMPELO, 2170",1,POSTO JACINTINHO,02,20071005,00,null,null,20071005,4731800,"4713002,4930203",RUA,CLETO CAMPELO,2170,null,JACINTINHO,57041000,AL,2785,82,99931293,null,null,null,null,POSTOJACINTINHO@HOTMAIL.COM,null,null,09164951,0001,70,null,null
97663,09187284000141,PRISON & PRISON LTDA,"R.CAPITAO PANTALEAO DE ASSIS, 20",1,null,02,20071105,00,null,null,20071105,4731800,"4520001,4530703,4723700,4729601,4729602,4729699,4732600,4744001,4759899,4772500,4789099",RUA,CAPITAO PANTALEAO DE ASSIS,20,null,VILA NELO,86200000,PR,7591,43,84175642,null,null,43,32591329,AUTOPOSTOFLORIDA@SERCOMTEL.COM.BR,null,null,09187284,0001,41,-23.2547722,-51.0331933
99770,09334133000179,AUTO POSTO HIGASHIBARA LTDA,"AV PONTA GROSSA, 685",1,null,02,20080131,00,null,null,20080131,4731800,"4520006,4520005",AVENIDA,PONTA GROSSA,685,null,CENTRO,86828000,PR,5459,43,34641343,null,null,null,null,null,null,null,09334133,0001,79,-23.8902465,-51.1899145
100264,09434790000198,BALTAZAR LUIS ZILIO & CIA LTDA,"EST BR 386, 3785",1,POSTO CANARINHO,02,20080311,00,null,null,20080311,4731800,4732600,ESTRADA,BR 386,3785,      TABAI -CANOAS,CENTRO,92480000,RS,5757,51,34792063,null,null,null,null,BALTAZILIO@HOTMAIL.COM,null,null,09434790,0001,98,-29.8325192,-51.3050851
112597,07473735002630,SIM REDE DE POSTOS LTDA,"AV SAO LEOPOLDO, 1302",2,SIM - REDE DE POSTOS,02,20080318,00,null,null,20080318,4731800,"4729699,4732600,4530703,4784900",AVENIDA,SAO LEOPOLDO,1302,SALA  A,SAO LEOPOLDO,95097350,RS,8599,54,32929999,54,32929970,54,32929959,DITRENTO@DITRENTO.COM.BR,null,null,07473735,0026,30,null,null
103348,09500434000125,AUTO POSTO LUCCA FREIRE LTDA,"R. LUIZ DE GIULLI, 1476",1,AUTO POSTO LUCCA FREIRE,02,20071008,00,null,null,20071008,4731800,"4732600,4729699",RUA,LUIZ DE GIULLI,1476,null,CENTRO,17680000,SP,6485,14,34891186,14,34891235,14,34891114,AUTOPOSTOLUCCAFREIRE@GMAIL.COM,null,null,09500434,0001,25,-21.8207362,-50.6171429
106349,09618519000102,J & J COMERCIAL DE COMBUSTIVEIS E DERIVADOS DE PETROLEO LTDA.,"AV MISTER HULL, 3300",1,POSTO RM 3,02,20220117,00,null,null,20080609,4731800,"4732600,4784900,4729699,4930203",AVENIDA,MISTER HULL,3300,null,PRESIDENTE KENNEDY,60356000,CE,1389,85,32905200,85,32905200,85,32905200,POSTOJJRM3@GMAIL.COM,null,null,09618519,0001,02,-3.7375585,-38.5821649
104184,04551477000205,POSTO BEGE LTDA,"AV. BRASIL, 815",2,POSTO BEGE,02,20080704,00,null,null,20080704,4731800,"4530703,4530705,4681805,4530701,4530702,4784900,4732600,4520004,4520006,4520005,4520003,4520001,4930202,4930203",AVENIDA,BRASIL,815,      ESQ.C/RUA PAI ABRAAOQUADRA36 LT-01            QUADRA37 LT-06 E 07,JARDIN DO EDEN II,78652000,MT,0131,66,35641780,66,35641980,66,35641780,maximuscontabilidade@terra.com.br,null,null,04551477,0002,05,null,null
144522,14718436000125,POSTO YUCATAN LTDA,"AV ANTONIO BAPTISTA PIVA, 1957",1,null,02,20110812,00,null,null,20110812,4731800,"4520005,4732600,4784900,4729602",AVENIDA,ANTONIO BAPTISTA PIVA,1957,null,LOTEAMENTO RESIDENCIAL YUCATAN,13140031,SP,6831,19,38694844,null,null,null,null,fantinatoadm@globo.com,null,null,14718436,0001,25,null,null
145272,10408986000197,POSTO MW LTDA,"ROD BR 120, KM 50, S/N",1,POSTO MIRANTE,02,20081014,00,null,null,20081014,4731800,"4732600,4530703,4530705",RODOVIA,"BR 120, KM 50",S/N,null,PLANALTO,39680000,MG,4245,33,91972520,null,null,null,null,CONAFE@UAI.COM.BR,null,null,10408986,0001,97,null,null
106552,10203186000130,AUTO POSTO FERNANDO FALCAO LTDA,"R FERNANDO FALCAO, 961",1,null,02,20080527,00,null,null,20080527,4731800,null,RUA,FERNANDO FALCAO,961,      .,ALTO DA MOOCA,03180003,SP,7107,11,59046664,11,59046664,11,59046664,CONTADORZEBRA@GMAIL.COM,null,null,10203186,0001,30,-23.5635522,-46.5888072
1149937,09259017000132,''AUTO POSTO SOLAR DAS TERRAS LTDA'',"AV MERCEDES SBRISSA FRANCISCHINELLE, 201",1,null,02,20070130,00,null,null,20070130,4731800,"4732600,4530703,4729699,4520005,4729602",AVENIDA,MERCEDES SBRISSA FRANCISCHINELLE,201,null,PARQUE INDUSTRIAL,13309625,SP,6579,11,40246047,null,null,11,20239999,POSTOTERRAS@MPC.COM.BR,null,null,09259017,0001,32,-23.2908208,-47.2972775
111030,10476369000129,AUTO POSTO MAXX XVII LTDA,"ROD BR 163 KM 828, S/N",1,BUFALLO AUTO POSTO,02,20081114,00,null,null,20081114,4731800,null,RODOVIA,BR 163 KM 828,S/N,null,SAO CRISTOVAO,78550001,MT,8985,66,35310967,66,35310967,66,35310967,FISCAL.FSA@ORCOMA.COM.BR,null,null,10476369,0001,29,null,null
149528,10539155000154,ODOMIR JOSE GAVA LTDA,"AV AVENIDA DO CACAU, S/N",1,AUTO POSTO GAVA,02,20081217,00,null,null,20081217,4731800,"4520005,4520006,4732600,4784900,4930203,5611201,5611203",AVENIDA,AVENIDA DO CACAU,S/N,null,SETOR 07,76889000,RO,0677,69,35212333,null,null,null,null,null,null,null,10539155,0001,54,null,null
109571,10571192000140,AUTO POSTO TRES PRAIAS DE UBATUBA LTDA,"AV MARGINAL, 1950",1,AUTO POSTO TRES PRAIAS,02,20080814,00,null,null,20080814,4731800,"4520005,4712100,4729699,4789099,5611203,4732600,4520006",AVENIDA,MARGINAL,1950,null,PEREQUE MIRIM,11680000,SP,7209,12,38337024,12,38336745,12,38337024,modelo.cont@terra.com.br,null,null,10571192,0001,40,-23.371399,-45.0186548
112839,10730629000140,MSL COMERCIO DE COMBUSTIVEIS LTDA.,"AV. SETE DE SETEMBRO, 217",1,POSTO LIDER,02,20090319,00,null,null,20090319,4731800,4732600,AVENIDA,SETE DE SETEMBRO,217,null,CENTRO,28013331,RJ,5819,22,27223531,22,27328464,null,null,POSTOLIDER4@HOTMAIL.COM,null,null,10730629,0001,40,-21.7593053,-41.314562
143777,10757820000186,POSTO PRAIA DE SANTA MONICA LTDA,"ROD DO SOL, S/N",1,POSTO PRAIA DE SANTA MONICA,02,20090401,00,null,null,20090401,4731800,"4732600,4784900,6810202",RODOVIA,DO SOL,S/N,KM    05,SANTA MONICA,29221305,ES,5647,27,32629133,null,null,27,32629133,REDEMEDEIROSPOSTOS@GMAIL.COM,null,null,10757820,0001,86,-20.5760088,-40.4567255
124415,10863396000154,AUTO POSTO MARQUES DE HORTOLANDIA LTDA,"R LUIZ ARTEM, 14",1,REDE J. AMARAL,02,20080703,00,null,null,20080703,4731800,"4729699,4732600",RUA,LUIZ ARTEM,14,null,JARDIM TERRAS DE SANTO ANTONIO,13185541,SP,2951,19,34636688,null,null,11,23482359,ESCRITORIO@REDEJAMARAL.COM.BR,null,null,10863396,0001,54,-22.8968932,-47.1846573
113055,10874687000148,AUTO POSTO PAU FURADO LTDA,"AV JERONIMO JOSE ALVES, 1512",1,AUTO POSTO PAU FURADO,02,20090604,00,null,null,20090604,4731800,null,AVENIDA,JERONIMO JOSE ALVES,1512,null,MORUMBI,38407285,MG,5403,34,32365908,null,null,null,null,DUDUGARCIADUTRA@HOTMAIL.COM,null,null,10874687,0001,48,-18.9144363,-48.1943311
117781,11021643000138,AUTO POSTO PORTAL DA LAGOA LTDA,"R DOUTOR ARMANDO SALES DE OLIVEIRA, 262",1,null,02,20090407,00,null,null,20090407,4731800,"4530703,4729602,4732600",RUA,DOUTOR ARMANDO SALES DE OLIVEIRA,262,null,TAQUARAL,13076015,SP,6291,11,59046664,null,null,19,32552454,MARCIO@CONTAR.CNT.BR,null,null,11021643,0001,38,-22.8783993,-47.0494672
1082015,11032914000150,BOVERY AUTO POSTO LTDA,"AV VALTER BOVERI, 240",1,REDE SENA,02,20080228,00,null,null,20080228,4731800,"4729699,4930203",AVENIDA,VALTER BOVERI,240,null,CENTRO,06053120,SP,6789,11,29141406,null,null,11,55316168,OESTRELLA@UOL.COM.BR,null,null,11032914,0001,50,-23.5653021,-46.7945666
1570659,11082398000179,MENEZES & COSTA LTDA,"EST TO 050 KM 127, S/N",1,AUTO POSTO MODELO,02,20220111,00,null,null,20090824,4731800,"4732600,4784900,4929903,4929904,4930202,4930203",ESTRADA,TO 050 KM 127,S/N,null,SETOR SUL,77580000,TO,9659,63,35421372,null,null,null,null,null,null,null,11082398,0001,79,null,null
149711,11093545000106,GCS COMBUSTIVEIS LTDA,"AV BABACULANDIA, 23",1,AUTO POSTO PARATY,02,20090827,00,null,null,20090827,4731800,"4784900,4732600,4729602,9313100,8591100,4771701,4771703,4930202,4930203",AVENIDA,BABACULANDIA,23,null,VILA LOBAO,65910000,MA,0803,99,35238675,null,null,99,35243125,AUTOPOSTOPARATY@HOTMAIL.COM,null,null,11093545,0001,06,-5.5131688,-47.4662021
125865,01298382000306,GUIMARAES BORGES COMERCIO DE DERIVADOS DE PETROLEO LTDA,"AV 01, 121",2,POSTO ARAGUAIA PARQUE DOS BURITIS,02,20090827,00,null,null,20090827,4731800,4732600,AVENIDA,01,121,"QUADRA12                  LOTE  01,02 E 03",PARQUE DOS BURITIS,75907453,GO,9571,64,36213133,64,36211296,null,null,HELENAS@DGMNET.COM.BR,null,null,01298382,0003,06,null,null
133022,13799101000469,J A SOBRAL & CIA LTDA,"ROD BR 324, S/N",2,POSTO SAO GONCALO 4,02,20090909,00,null,null,20090909,4731800,"4732600,4530703,4729602,5611201,4520005,9601701,4520006",RODOVIA,BR 324,S/N,KM    531.1                     SENTIDO                   SALVADOR-FEIRA,HUMILDES,44135000,BA,3515,75,30213030,null,null,null,null,SETORCONTABIL1@POSTOSAOGONCALO.COM.BR,null,null,13799101,0004,69,null,null
130756,11345455000165,AUTO POSTO SANTA IZABEL LTDA,"AV MAGALHAES BARATA, 1680",1,AUTO POSTO SANTA IZABEL LTDA,02,20091112,00,null,null,20091112,4731800,"4729602,4732600,4784900,4930203,6810202",AVENIDA,MAGALHAES BARATA,1680,null,ESPERANCA,68040600,PA,0535,93,92070718,null,null,93,35232712,jr_espindola_contabilidade@hotmail.com,null,null,11345455,0001,65,null,null
1069957,11377428000174,POSTO REFORCO 6 LTDA,"ROD BR 101, S/N",1,POSTO REFORCO 6,02,20091201,00,null,null,20091201,4731800,"4732600,4930203",RODOVIA,BR 101,S/N,KM    78,PREF ANTONIO LINS SOUZA,57100000,AL,2853,82,30213610,null,null,null,null,EXATA-CONTABIL.AL@HOTMAIL.COM,null,null,11377428,0001,74,null,null
138748,11372084000704,POSTO ALTERNATIVA DE COMBUSTIVEL E SERVICO LTDA,"ROD BR 230 - KM 13.2, SN",2,POSTO OPCAO,02,20091204,00,null,null,20091204,4731800,"4723700,4784900,4732600",RODOVIA,BR 230 - KM 13.2,SN,null,BESSA,58100100,PB,1965,83,32430001,null,null,83,32241914,null,null,null,11372084,0007,04,null,null
118705,11391765000116,POSTO FLUTUANTE MONACO LTDA,"AV.PLINIO FRANCA, 85",1,null,02,20090623,00,null,null,20090623,4731800,"4732600,4763605",AVENIDA,PLINIO FRANCA,85,      PIER SACO DA RIBEIRA,PRAIA DO SACO DA RIBEIRA,11680000,SP,7209,12,38323440,null,null,null,null,juridico@idealcontabil.com.br,null,null,11391765,0001,16,-23.371399,-45.0186548
120748,11587746000160,DIAS E FILHO COMERCIO DE DERIVADOS DE PETROLEO LTDA,"NEREU RAMOS, 60",1,POSTO BOAVENTURA III,02,20100218,00,null,null,20100218,4731800,"4732600,4729699",RUA,NEREU RAMOS,60,null,PARANGABA,60710480,CE,1389,85,32962200,85,32962200,85,32962200,ROBERTO.ETHER@HOTMAIL.COM,null,null,11587746,0001,60,null,null
122894,03855694000218,A P F DE LIMA SIQUEIRA & CIA LTDA,"GERSON GONCALVES DE LIMA, 1731",2,POSTO TRES PODERES,02,20100507,00,null,null,20100507,4731800,4732600,AVENIDA,GERSON GONCALVES DE LIMA,1731,null,MACAMBIRA,56640000,PE,2401,87,38311809,87,38312145,87,38316510,null,null,null,03855694,0002,18,null,null
132281,12002552000118,JK COMERCIO VAREJISTA DE DERIVADOS DE PETROLEO LTDA,"ROD BR 428, SN",1,POSTO LIMARQUES 2,02,20100524,00,null,null,20100524,4731800,4732600,RODOVIA,BR 428,SN,KM    10,CENTRO,56180000,PE,2359,87,38626014,null,null,null,null,null,null,null,12002552,0001,18,null,null
1168851,11372084001000,POSTO ALTERNATIVA DE COMBUSTIVEL E SERVICO LTDA,"R JOAQUIM BORBA FILHO, 2121",2,POSTO OPCAO,02,20100622,00,null,null,20100622,4731800,"4723700,4784900,4732600",RUA,JOAQUIM BORBA FILHO,2121,SALA  01,JARDIM SAO PAULO,58053110,PB,2051,83,98109229,null,null,83,32241914,POSTOOPCAO@HOTMAIL.COM,null,null,11372084,0010,00,null,null
1078057,12647618000127,NJ COMERCIAL DE COMBUSTIVEIS LTDA,"AV JUCA BATISTA, 3722",1,POSTO NJ,02,20100930,00,null,null,20100930,4731800,"4530703,4729602,4732600,5611203",AVENIDA,JUCA BATISTA,3722,null,HIPICA,91755000,RS,8801,51,00000001,null,null,51,3,FINANCEIRO@POSTONJ.COM.BR,null,null,12647618,0001,27,-30.1617162,-51.2029918
135778,12859947000131,AUTO POSTO MONTE MORIA LTDA,"AV.CANGAIBA, 785",1,AUTO POSTO MONTE MORIA,02,20090924,00,null,null,20090924,4731800,"4729602,4732600,4930203",AVENIDA,CANGAIBA,785,null,CANGAIBA,03711003,SP,7107,11,35622864,null,null,11,29570443,RENATO@REDEGONZALEZ.COM,null,null,12859947,0001,31,null,null
141895,13295318000199,POSTO JARDIM BELO HORIZONTE COMERCIO DE COMBUSTIVEIS LTDA,"R EMILIO LOPES CRUZ, 542",1,null,02,20100827,00,null,null,20100827,4731800,"4520005,4732600",RUA,EMILIO LOPES CRUZ,542,null,JARDIM BELO HORIZONTE,13344655,SP,6511,19,82653343,null,null,19,38945282,THIAGO@MINERADORA.NET,null,null,13295318,0001,99,-23.1114718,-47.2117716
1002979,03470626005038,COOPERATIVA A1,"INDEPENDENCIA, 585",2,COOPERATIVA A1,02,20140528,00,null,null,20140528,4731800,"4520005,4530705,4729602,4732600",RUA,INDEPENDENCIA,585,      ESQUINA COM RUA 7 DE      SETEMBRO,CENTRO,89888000,SC,8059,49,36479051,49,36479003,49,36479003,icmsa1@coopera1.com.br,null,null,03470626,0050,38,null,null
1100678,13398350000108,RB CAVALCANTI COMERCIO DE COMBUSTIVEIS LTDA,"R DOUTOR MANOEL LOPES DE CARVALHO, 1001",1,POSTO PONTOSIM,02,20110304,00,null,null,20110304,4731800,"4732600,4784900",RUA,DOUTOR MANOEL LOPES DE CARVALHO,1001,SALA  101,ERNESTO GEISEL,58075427,PB,2051,83,32445678,null,null,null,null,RUYBCNETO@GMAIL.COM,null,null,13398350,0001,08,null,null
136557,13684523000146,POSTO DLS COMBUSTIVEIS LTDA,"Q 701 SUL, CONJUNTO 02, LOTE 20, AVENIDA LO 15, S/N",1,POSTO AUTOVIA,02,20110517,00,null,null,20110517,4731800,"4732600,4729602,4520005,4530703",QUADRA,"701 SUL, CONJUNTO 02, LOTE 20, AVENIDA LO 15",S/N,null,PLANO DIRETOR SUL,77017006,TO,9733,63,32196500,null,null,null,null,autovia.dealer@fiatrede.com.br,null,null,13684523,0001,46,null,null
159082,09309316000134,POSTO VILA CHALE LTDA,"ROD BR 262 KM 366, S/N",1,POSTO VILA CHALE,02,20071122,00,null,null,20071122,4731800,"4732600,4789099,4530703,4520005",RODOVIA,BR 262 KM 366,S/N,null,FRANCELINOS,35675977,MG,2691,31,30451011,31,30520375,31,30451020,CONTABIL@PETROVILA.COM.BR,null,null,09309316,0001,34,null,null
164413,97546405000161,AGUIAR & AGUIAR LTDA,"AV PARALELA, S/N",1,POSTOS AGUIA,02,20110713,00,null,null,20110713,4731800,"4930203,4729602",AVENIDA,PARALELA,S/N,null,QUINTAS DO SUL,45700000,BA,3629,77,34372659,null,null,null,null,LEGALIZACAORJ@PLUMASCONTABIL.COM.BR,null,null,97546405,0001,61,-15.3425921,-40.0222864
1120390,13712435000453,COMERCIO DE PETROLEO R S SILVA LTDA,"ROD BR 101, KM 575, S/N",2,POSTO ELITE,02,20111010,00,null,null,20111010,4731800,4732600,RODOVIA,"BR 101, KM 575",S/N,null,PEDRA BRANCA,49770000,SE,3179,79,32811163,null,null,null,null,edu_merces@hotmail.com,null,null,13712435,0004,53,null,null
147080,14949588000139,SUPER POSTO BRASIL CENTRAL LTDA,"ROD BR 080, S/N",1,POSTO NOSSA SENHORA DABADIA,02,20120118,00,null,null,20120118,4731800,"4520005,4520006,4729602,4732600,4784900,4930203",RODOVIA,BR 080,S/N,KM    32                        POV ASSUNCAO DE GO,ZONA RURAL,76393000,GO,1068,62,34041014,null,null,null,null,null,null,null,14949588,0001,39,null,null
148168,14967901000161,POSTO NELCI MARIA LOCATELLI E CIA LTDA,"AV TAMANDARE, 1572",1,POSTO KATIA LOCATELLI,02,20120131,00,null,null,20120131,4731800,"4732600,4530703,4784900,4729602,4520005",AVENIDA,TAMANDARE,1572,null,VILA ALTO SUMARE,79009790,MS,9051,67,33841254,null,null,null,null,null,null,null,14967901,0001,61,null,null
1154318,35075597000894,CAUIPE REVENDEDORA DE PETROLEO LTDA,"AV SENADOR VIRGILIO TAVORA, 2099",2,POSTO CAUIPE,02,20120209,00,null,null,20120209,4731800,"4520005,4729602,4732600",AVENIDA,SENADOR VIRGILIO TAVORA,2099,null,ALDEOTA,60170079,CE,1389,85,34674360,null,null,null,null,FISCAL@RECONTABILIDADE.COM.BR,null,null,35075597,0008,94,null,null
148732,00306597008262,CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,"ST SHIS EPDB QI 21 / QL 20 LOTE, 01",2,CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,02,20120103,00,null,null,20120103,4731800,4784900,SETOR,SHIS EPDB QI 21 / QL 20 LOTE,01,      PAG,LAGO SUL,71655200,DF,9701,61,32178536,61,32178526,null,null,CONTABILIDADE@GASOL.COM.BR,null,null,00306597,0082,62,null,null
156981,15242641000120,AUTO POSTO AMAURI REIS LTDA,"HENRIQUE CABRAL DE VASCONCELOS, 2055",1,null,02,20111130,00,null,null,20111130,4731800,"4732600,4729699",RUA,HENRIQUE CABRAL DE VASCONCELOS,2055,null,JARDIM SAO NICOLAU,13876100,SP,7083,19,35737700,19,35737701,19,35737702,LEGALIZACAO@CONFIANCA-CONTABILIDADE.COM,null,null,15242641,0001,20,-21.9905808,-46.7839702
1071885,07921394000321,SEBITE COMERCIO DE DERIVADOS DE PETROLEO LTDA,"AV SOBRADINHO, 140",2,POSTO SEBITE,02,20120409,00,null,null,20120409,4731800,"4530703,4729699,4732600,4784900,8299706",AVENIDA,SOBRADINHO,140,null,SOBRADINHO,65590000,MA,0733,98,33491193,null,null,null,null,null,null,null,07921394,0003,21,-2.8018831,-42.941698
1091387,08346578000106,Auto Posto Zambiasi Ltda,"ROD MG 050, 455",1,POSTO ZAMBIASI,02,20061009,00,null,null,20061009,4731800,"4520006,4520005,4732600",RODOVIA,MG 050,455,: POSTO;,SUBURBIO,37950000,MG,5293,35,35311518,35,35398200,35,35585468,JURIDICO@CONTSS.COM.BR,null,null,08346578,0001,06,null,null
